rank,message
positive,@bird742get Finished the first page 
positive,#iremember the HUGE smile my dad had on his face when he held his baby girl for the first time.  i love him
positive,thought @MeeelsOnWheels blog tv was gooooood. Tar for playing youmeatsix haha! 
positive,@jessyxox hahahah well aren't you a hoot 
positive,@basicallyena you get to see them in like 20something days right? 
positive,@IAmCherylMoon - I think they need some water 
positive,Long ass ride ahead of me. At least I can sleep here!  http://twitpic.com/7hhkg
positive,@mileycyrus you deserved all those nominations 
positive,"I have to take Adobe Expert tests in DW, photoshop &amp; flash to keep my job. Oh and pass them of course!  "
positive,"This is awesome, England! Keep it up! "
positive,@ktbeeper that's another line for the speaking Casey doll!  #chuckmemondays
positive,The last tweet was especially for  @arow and son 
positive,Courtneys over 
positive,wooo 40 followers cha-ching 
positive,bitching out a hoe! 
positive,"@twisttiesuicide No, of course not   But I was just realzing how strikingly depressing it is."
positive,"@anna_cochrane haha.. nothing. The party was good... only 6 people though I think Vanah was kinda disappointed, but it was still fun "
positive,"@bustyb73 Coffee, two sugars and not a lot of milk, please  x"
positive,"@NanObe1 LOL! You guys know you're all romance writers, don't blame just me! "
positive,la la la... oh i saw michael cera earlier today on MTV. so sweet 
positive,"@JuicyJenBunnick cute!  whats his name, is he single?"
positive,"@TiaColleen Yes, Cherrybrook kitchens, no chemicals and no gluten  congrats on the 2 inches btw!"
positive,tomorrow finished exams! 
positive,just voted for 30 seconds to mars!! for the kerrang awards 
positive,talking to my good friend nissa! 
positive,"@JazzJealousy lol you too  we just do boring stuff like shopping, cinema, go to the beach etc lol.  do you like Twilight? "
positive,@spiteridenise well hell yea u use  ppl.. that what u do  haha ..btw r u gonna arrive early at school tomorrow??
positive,@SookieBonTemps Team Eric all the way!!! 
positive,@MeganTree Gotta love Full House!! 
positive,My #genesis was August 24th 
positive,"Just got back from my bike ride, now I'm going to play tennis with my bro and cousin!!! "
positive,I'm a tweetin' 
positive,@YaelBeeri I hope it's for a good reason... I'm just had a great bubble bath 
positive,"- but suddenly something happens, I write it in Portuguese "
positive,@vickirye Oh my my. I read those books but only took them as books! Good luck with that one 
positive,"@super_simona well, she's not famous in the US to have better schedule  no hatin', just truth "
positive,just got out of the shower  relaxing today. i move back in with my dad half time now!! #Squarespace
positive,http://twitpic.com/7hpaz - How can anyone not love this face? 
positive,@gigarcia It's most of what I listen to  Haha @Emma_Payne and I talk in  a country accent on Skype ;)
positive,At the mall with boyfriend alex and thomas 
positive,@steinhardt Way ahead of you 
positive,"@Sofluid sounds triffic, look forward to hearing all about it "
positive,changed my profile icon  u like it ?
positive,@ashleyymiller http://twitpic.com/7hq7t - your mommm is beautiful ashley  you look exactly the same!x
positive,Will work more on Epiphany. Will use it to save the world! 
positive,@MiriamCheah hahaha....ok maybe not on dirty talk!! lol 
positive,Well getting off my break soon!! Pissed tthat babe has to deal  with turbo d fucking asshole &gt;:/ o well a job is a job so im greatful 
positive,@Lisa_Veronica Lucky! I want to be in London 
positive,"@VictoriaDahl Thanx for the link, and I totally agree, a beautiful and sensual cover, and now I want to read A Rakes Guide also "
positive,@selenagomez plain white T's concert?  have fun!
positive,@Orchidflower @Widgetty Amazing Photograph....... Beautiful 
positive,is excited gonna be looking after Regal for 3 days!!  
positive,"Still listening to - and lapping up - #Katzenjammer. There, done the linky right this time. "
positive,I just found out that im a squirrel 
positive,"&quot;...that's what i think is love, mom. When I'M better because SHE'S here&quot;  boy meets world has the best lines."
positive,@trishkaa I'm just down the street in Oak Brook! Dessert at Harry Caray's sounds soooo good! 
positive,Editing on paper with BIG red pen. Fun 
positive,@mrskutcher Amen 
positive,@zagatam pictures here: http://picasaweb.google.com/kallie.mcconkie The link was on facebook! Check it out.  Many more to come.
positive,@kprof just wanted to say you are one of my fav feis musicians after this wkend in Indy  you destress me while I am on stage! thats hard!
positive,"#flylady ok, dinner in oven, having lasagna &amp; salad, did some knitting, dozed a little, drank lots of water, headache finally almost gone "
positive,@alyankovic Clever. 
positive,"is going to sleep! Haparanda tomorrow with Ida and Erja. IKEA SHOPPING, YEY! "
positive,@mileycyrus HOW DO WE VOTE? 
positive,@JulieC115  Oooh get you!!!  Excellent hun 
positive,http://FunnyOrDie.com/videos/3b203bf255 my brothers video is on the front page of Funny or Die 
positive,thought I'd tweet something helpful instead of just my vacation plans  Blog post on 5 new web tools http://tinyurl.com/lb59oc
positive,@AshJolliffe that's awsome thanks! And night! 
positive,@rerunnat i had a tiring but very good day and it feels great to be back there! and i bet i'm more excited for college football than you 
positive,@MikeArthur that sounds ominously like you enjoy asphyxiation. careful you don't end up with autoerotic asphyxiation syndrome 
positive,"heey girl, who are you?   do you wanna be my friend?     Oooh, i'm just a kid!  ^^"
positive,@stardombound Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
positive,@ayacullo @blackjackjoe our bet's on the World of Color opening before either of those things come about 
positive,deffinatly enjoying the weather 
positive,"Another day, another happy hour.  (at Big Hunt) http://bit.ly/X8mTN"
positive,@Meggs14 Im making it right now 
positive,"Goin campin! hope everything goes well!  if not, make sure u give my eyes to stevie wonder! Ha bet no one knows wat thats frm"
positive,"got a new Dell  IntelÂ® PentiumÂ® Dual-Core-Processor T4200, and 4GB RAM. Happy  apart from preinstalled Vista."
positive,@247danceradio Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
positive,@afinoh0904 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
positive,@Jessica_Summer_  haha yeah cool that works! 
positive,@AdServicesInc  Always thought it was the other way around. 
positive,@its_sb What you wana do with it bruva? Get at me  After all i only have the biggest Dubstep mix series online atm! True stories lol
positive,@MesBates I eat everything.  Ecclectic.
positive,"Ugh, tired, at least it's 6 more hours of an easy job "
positive,getting ready to head to the gym for my eval (which i hope will lead to massages) then my dance class WOOT 
positive,"@RealRobertWebb hi Robert, love your work. I notice David obviously hates replying to tweets, whereas you seem to enjoy the challenge "
positive,just applied for diva 
positive,has her hospital appointment through finally 
positive,"@algonacchick yeah, it's better  Pictures FTW!"
positive,@ethanelser okay you need to wake up now 
positive,The weirdest thing ever just happened. So it's 1:59am and I'm going to a party with my ex. That's weird.. but cool  Being home alone rocks
positive,"@playalongjon My main focus is helping people listen to music.  The more I can learn about how people process music, the better.  "
positive, i am musical today!
positive,headed to rehearsal  (friends. singing. and bf) &lt;3 hehe
positive,Off to yoga. Ommmmmmmmmmmm 
positive,Twitter is going offline again tonight! Good thing I'll be at the movies 
positive,http://bit.ly/lZvNV  Gabe Bondoc's song about Twitter  I love Twitter + Gabe Bondoc is pretty cool too.
positive,@blessroxwell ok  i'm on it...if he don't show up on friday ima make him tell me how to pull tha file.
positive,@backstreetboys HOLAAAAAAA!!!! #BSB Ohhh you made my day!!! 2 Hi to Argentina in a week  Come back soon pleaseee #BSB
positive,Wow... I finally found a film that I can stand which stars Keira Knightley! I thought it was impossible 
positive,NCIS is my new favorite show 
positive,@SimplySophie23 I love Supernatural! And the Ackles! Gotta love an Ackles pout and a 'Sammy!' shout now and then 
positive,@kat_n @sammi_jade THANK YOU EVER SO MUCH. i love you both  xxx
positive,Radox Bath + Then Bedtime With A DvD  Comfortness 
positive,Service restored 
positive,Beggin' mom for us to go thr  lolz even though we went to a water park on Fri.
positive,@Amythyst_Moon Glad to hear he had so much fun! He looked like he was enjoying that bowling trip 
positive,"@Tranquilisis chin up pickle, itll get better! "
positive,wants to do something CRAZY for summer... just to make it feel like summer. 
positive,Ma ClOsET GOT MoNsTErs RUN!!!!!  OUU
positive,"@kpauline good choice!  and ty, ty i've changed the case so many times na nyahaha now my ipod and iphone match lol"
positive,"HOW CAN YOU NOT,  LOVE BEYONCE ??????  . The chick makes it very hard, eat your heart out HATERS "
positive,@jokirk1 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
positive,Good food at taste of south jersey! And i got to see amanda!!!!! 
positive,@sammm8D thanks. 
positive,@Arkeedah. Follow if you dare! Follow closely if ur brave.  
positive,@candisleigh how? where? i hate you. 
positive,@lisaheleddjones Ooh! That sounds like a plan! Can I stow away in your luggage in exchange for 3 chuppa chups &amp; a packet of jaffa cakes? 
positive,@deliciousexcess yup! I'll be there around then  (depending on le parking situation... le sigh)
positive,@youngbean   lol
positive,@Deborum it was awesome! t'was fun playing main stage like a wanna-be-rockstar  can't wait to see the video from @janiukjf
positive,today went by so quick  and then tomorrow is our last day before exams. I'm so ready for them  AND I GET MY JB CD TOMORROW YAY!
positive,@grrrieebsss yayyyyy!  thats good. def his loss.  kben :]
positive,"is thinking about starting a pop/punk-ish band, all i need is a bass &amp; a guitar player "
positive,Only 2 weeks left of school! Ahh so pumped for holidays 
positive,"@EnmanuelMC I haven't listened to it yet.    But I noticed there's a song by Robert Pattinson.  ...He sings, too?"
positive,I am a PROUD mom!  My baby has First Honors and made Student of the year!!!!  What more can I ask for 
positive,Taking pooch for a night walk then possible night swim 
positive,Long day. Watched @jacobfatoorechi @mjtpockets and @daneo pick out v-necks. Now I'm crawling into bed before 8:30. Super cool 
positive,@adccfighter fight the urge!!! feel the discipline 
positive,put 3 more songs on youtube 
positive,Talking to Madeleine  Cause she's awesome!
positive,"One of my weird habbits, at 747 with Sarah and Hilary   http://twitpic.com/7iai2"
positive,free on the 27th!! my family is going camping except for me &lt;3 @novlau @Mitchiiee @KateLobarbie wanna do somethin ? 
positive,"bed time, got my trial shift at starbucks tomorrrow morning, eeep "
positive,@billy_burke Charlie tweets!? haha very cool to find you here 
positive,Here with @tanyaajoanee   Studying though. Language final tomorrow
positive,@sharbadazz Whats up Soror? 
positive,"@atrojano oooohhhh, yucky.  although some of Andre's food does smell tasty "
positive,"just finished watching the Sex &amp; The City finale, so i am now officially ready for the movie. "
positive,@jemmen just work with movabletype for a couple days... you'll come back happy to deal with wordpress 
positive,http://twitpic.com/7ic1r - Friendsisters Rockss!! I love sis!  You are mi life!! ahaha No nono!! You're more important!
positive,"@Aussie_MateLC hehe, its tuesday here so its in 2 days, yay!!! extra time to study! "
positive,@drakkardnoir haha thats what im talking about 
positive,( Whats IRN BRU? It looks like orange  But I'm thinking it's tea? )
positive,@MrJackO any big plans musically in the future jack? Any good up and coming bands I should know about 
positive,@tstashwick of minty?    did you see that picture ?
positive,"sleeping at tricia's, six flags tomorrow! "
positive,@dmnbhn ahahahaaa.. welcome to my life 
positive,"Hmm, thinking about watching a good Roger and Hammerstein movie, like Oklahoma or Carousel "
positive,@kathleenfoucart @Irisheyz77 *ding ding ding* We have TWO winners. I think I'll go to Wegmans and brainstorm 
positive,@ACT723 I hope you summer plans are amazing and relaxing after you fix them. 
positive,"just came back from babysitting...  was quite good,... kids were nice, and well behaved...   but i'm a little bit tired now..."
positive,"trashcan frisbee, having manicures, and going to the barr w/ my lesbiansss! loveeee ittttt "
positive,@sybelis_venedae http://twitpic.com/7ie7z - Awesome!!  Just for fun?  Mo likes!  
positive,@juniorsk8tista jÃ¡te add no msn amor 
positive,"workingggg, almost done.  breakin tonight?"
positive,@YaaaaZ still got couple of units though.. useless booking receipts .. 
positive,@mattsparks88 hi Matt I love Harpers Island. Can't wait fir nxt Saturday. Thanks 4 the reply 
positive,@Mixi3chik give it time and you'll enjoy 
positive,@Jordan1617 very true  knowing that always makes me feel beter :]
positive,"@chrisaffair haha, I AM! but beware, its addicting "
positive,Is eating ice cream. 
positive,@savannahstern yay!! i love that dress what about the blue shoes? heehee yes let shoot content forsure &amp; sum partying  love u sis!
positive,"@OneLoveCali haha sorry, my bad! that's what happens when i'm tweeting from my phone and not tweetdeck! "
positive,@glassay me too girl! I'm needing a little inspiration 
positive,@Durff Thank you for tweeting to go green 
positive,Hey @SnoopDogg SO-RR-Y AND1 Tho THX-Y   THX ;-)   (#SnoopDoggTV live &gt; http://ustre.am/2BxY)
positive,@dhanji they don't want you wreckin' up the joint dude 
positive,"@travisloh Hey bro, I am the winner for mine too - facebook.com/jayloh  don't have to use j4yloh this time. Woohoo!"
positive,http://twitpic.com/7ia78 - Preview of the preview  (via @MuscleNerd)
positive,@capitaln It's my birthmark. 
positive,@FoodMage That's true -- we're a rare breed. 
positive,"thinks study, sleep, work, study, chill, test, update,class, sing praises, relax, work late &amp; sleep is a good way to sum up this week "
positive,"Is voting for Star Trek,Heroes and Zach Quinto on Teen Choice awards  Ugh Twilight is like freaking nominated for everything -__- Bleh &gt;.&lt;"
positive,@chrispirillo At least you're not pedestrian! #tech 
positive,@caraaaaaa oh i have it 
positive,Awesome way to spend my last day in New York.  I'll miss it but I can't wait to get back to Georgia.
positive,playin the sims 2   
positive,goodnight twitters 
positive,"Finally going to sleep, last day of school tomorrow &amp; the Jonas Brothers album is released! "
positive,"@busybeeblogger Yes, you can. They are really easy to take care of. "
positive,@DonnieWahlberg you guys will still be hot 50 years from now 
positive,@mandab89 Hehehe...my room is in the basement so I get all the cool air  #BSB
positive,then it didn't change much literally. it was ok i guess. jon's bike was really cool and kates scooter i guess it is for a good cause. 
positive,Waking up on the mississippi. Loving my sunday and refreshed for a great ride home. Yeah.Too much optimism here   http://yfrog.com/2agafj
positive,like the haircut? 
positive,@kfialkowski I love being on the other side.  S Street is what I'm referring to.  I know you like it there too.  
positive,Endless possibilities to make a page on anything I'm ever interested about... Love squidoo!!  #squidoo http://twttrlist.com/11qN
positive,@Artmaker let me know when you're done.. I'll help promote it 
positive,"going out with mr. curly hair and dimples tonight.  doctor's appointment tomorrow, and possibly the fair!"
positive,@dannysgirlsg1 I'm mentally disturbed enough as it is. 
positive,"@ gilbirmingham hi! i am such a huge fan! you are an amazing actor  please please respond, it would make me incredibly happy!! ) thanks!"
positive,@Ratbeard He also does voicing for commercials and infomercials. 
positive,I don't think I am a nice person when I am hungry.  I have to work on that.
positive,"@bwJen Oh, I just saw Adolph &amp; Angus! Love them too!! I'm a sucker for kitties. "
positive,http://twitpic.com/7ilsy - Sleep won this battle 
positive,"all fabric cut.. now to sew, after lunch that is. hopefully you'll like it @lucydurack on sunday "
positive,I'll tweet a pic of her later  still on my cam.
positive,"going to mangdu in a bit, then to magnivate's office, after that senci and maybe fx O_O oh my "
positive,@Bryan_Ho lol bryan is learning how to twitter properly  how long did it take you to figure it out? hahaa
positive,"@DrewAtHitFix Yeah, but it was so limited it barely counts. I mean, do you know anyone who saw it in theaters?  Thanks!"
positive,"@jollymcmoo Tell me if it turns out good, when you cut your bangs!! "
positive,@Enchantedheart @Abeeliever thank you beautiful people &lt;for sharing the love around&gt; 
positive,I love looking through old pictures. Im going to start scrapbooking so i could do it everyday 
positive,@tserivdd @necramirez don't worry it's not swine flu!  will be back in makati med (hindi na er :p) later but bedrest for the time being 
positive,at stephen's graduation! ahhh he did it. people around me are annoying haha 
positive,"@loquaciousmuse oh NIGHTLIFE! i guess my last reply aged me, I'd prefer a glass of wine. Its a lovely place and open til 1030 "
positive,"@BearTwinsMom oh my. hands full.  well, take a deeeep breath and just remember, tomorrow's a brand new day. "
positive,@sportsmasseuse &amp; The store is opened again? HAHAHA 
positive,"@crcoppola Mr. Coppola, sounds like the Pick n' Savers needed to listen to your piano playing as they shopped at your G Sale "
positive,"abcMarc..since you don't follow here it is when somebody let's their dog poop and not clean up don't yell at them, just whip out a bag &amp; "
positive,@antheia : and that's also why i like you. 
positive,"Yumny nom-noms @ Tryptich w/ Chica. Off to stare at the sunset at da beach. Yup, life still good.  let's keep it this way (staring at sky)"
positive,Finally @Home! 72!   This going fast -&gt; http://bit.ly/j7PHb
positive,@algore keep twittering more and more and more will follow you!  best of luck!
positive,I'm trying to get files from A to B. I need to go to bed unless I want to lie in sick. 
positive,I love my new twitter app! 
positive,helping the new Education recruits figure out their schedules...ahhh so much fun now that it's not mine!!! 
positive,@JackLeblond I'm happy to report that the place near me that has the rockin sp fries is *just far enough away* to keep me safe from them 
positive,@rustyrockets your bloody hilarious. 
positive,i didn't know that @scootersmiff had a twitter! Thats kinda wow! LOL 
positive,@jmdc88 http://twitpic.com/7ioi8 - very sexy 
positive,Went for a walk in my hood. Very pleasant evening 
positive,"@mikecmusic thanks!  madison's was good but came a big soggy, guess i should expect that w delivery"
positive,"@sjcNKOTB hey! Thanks for the follow, I love meeting NK fans from other countries "
positive,Back from the movies  wow; I think my sleepiness is catching up on me. *yawns* good night all 
positive,@mileycyrus What brings you to Savannah? I love it there! Lots of good shopping on the strip! Don't forget to check out the Starbucks! 
positive,Pumping fresh music on my cellphone 
positive,What up ryan how are u doing how is your day today lets go drink agen hehe 
positive,"@jaykpurdy Jayk you're incredible.We're both huge fans,hope to work with you one day  We opended for the band 6 hour standoff check out--"
positive,Movie night was great. Thank you Jesus for such amazing friends. 
positive,Got my grades! all A's! Booyah!!! 
positive,Come check me out... www.beautyexpo.ning.com. 10% discount for all my twitter friends. Offer ends July 28th--- Kesha 
positive,My mom needs you to confirm with your parents that its ok for you to do the Vegas show cause we're buying the tickets!! 
positive,@MelissaRycroft2 What is your new &quot;project&quot; in New York!? I'm excited to hear about it !  &amp; how are things going with you and Tye?
positive,what a boring night. #squarespace. 
positive,I love the smell of freshly died hair. And the first crazy days of it's vibrant color. 
positive,@joaniemaloney haha its cause we like the same stuff 
positive,Big cats meet kittens session 1 went better than i thought! 
positive,@nicksantino http://twitpic.com/7isg6 - Ahhh  I can't wait for the new movie either!! rofl.
positive,@woahbreanna lol @ you and Miley. And this might come off as strange since I haven't spoke to you in any way since like 6th grade. 
positive,"Good morning  ppl... Its a pleasant, cool and fresh morning here in Gurgaon "
positive,UFOs of the 70s is on History channel....to all my fellow geeks 
positive,@renasongs:  lol true. And no prob 
positive,@kikarose I vote poop.  Hope you avoid both 
positive,@KateEdwards those are awesome photos btw 
positive,0WW IT'S MY B*DAY!! WOOP WO0P 
positive,@Doc_Remy Goodnight &amp; sleep well 
positive,@blogomomma Good night Blogo! Hope you rest well and wake up feeling better! 
positive,Friends and air mattresses all around me...  + &lt;3 = me right now.
positive,@mcakes Agreed! 
positive,waiting for carneys new debut EP 
positive,@luke_51034 it did but i can watch it mondays at the motel they get hbo down there 
positive,Just wished Henry Homesweet a happy 20th birthday and you should too 
positive,@firstdogonmoon Droll Dog today  
positive,@BadBoyOfEditing True Blood - nice! No season 2 spoilers please! 
positive,"TOMORROWS BAD SEEDS, has a hot singer. scrum dilly umptious voice....yummy "
positive,@PreDivorcePower 
positive,"@sethsimonds I require your help, kind sir, if you would like to give a me helping hand in the matters of the internet. "
positive,@JohnnyLion well there you go. I take it back. I looked at your profile and it just screamed &quot;automated/spam&quot;. Good work then 
positive,There's just something about kady. Gnight. 
positive,@lalayu Thanks hun... I announced that I had a crush on @TamaraSchilling &amp; I wanted to date her. She said yes &amp; everybody congratulated. 
positive,At Heathrow waiting to check in! Eeep! 
positive,#haveyouever seen 5 males all come out of a dark room together laughing? I HAVE 
positive,"@ebonistephae You already know!....forget these pushups and dumbells , I will be right overrrrrr  LOL"
positive,@imacguru it's gonna be cosmic and mondo! 
positive,Nothing like a good ol' Georgetown reunion. 
positive,about to continue watching sweet november 
positive,"Have a Giga Pet, though - Komputer Koala. Have to replace the batteries on that too. My Digivice still works, though! "
positive,@XScarlettMarieX Post a pictureee! 
positive,"@QueenKayy96 lol!! yay, see you caught on fast! "
positive,"@alyankovic Far out, Al! "
positive,watching SATC...i love these chicks. i'm gonna make friends with chicks when i get old  that'd b cool.
positive,"Here's the wall from earlier - http://idzr.org/dfsc (1920x1200, JPG, 2Mbs) "
positive,on here just long enough to eat a bowl of cereal and smoke... will be on tomorrow to update everyone on  what's new. 
positive,follow @dolsotbibimbap 
positive,"... if i just lay here, would you lie with me and just forget the world? "
positive,"I has new sketchbook. :B It's a bit bigger, but it has pockets! "
positive,&amp;with that..I'm going to give it the ol' college try for about 5 more minutes then off to bed.Night!Thanks for putting up with me tonight 
positive,@BestFoodBaby that shirt is actually light blue 
positive,"bitch bitch bitch! fack you, im gonna inter fear with your guys relationship! "
positive,@OfficialAmandaM Good night 
positive,UP 2`12'IN WIT MY ACE*BOONIE....SHES SUCH A JERK I SWEAR BUT I GOTTA LUV HER DRIDDY ASS 
positive,SMH @ the #haveyouever tweets....The real question:  #haveyouever accepted Christ as your personal saviour?-  I have!  
positive,@pharmdawg Thanks! Just helping to confuse the current government of Iran who is reportedly tracking twitter by location.  #iranelection
positive,wow!!! @Jessicanevina... @katrinabikini follows you! awesome 
positive,Went to the movies then drakes then the beach and Some man took artsy photos of me Drake and jen it was cute. Bed text me 
positive,I just decided to begin using twitter now 
positive,"@verresnoirs swedish once, kind of thin and with lots of chocolate "
positive,Listening to animals.  why do songs about sex make me happy? Wait. Nobody answer that.
positive,"off yo beddy, goodnight tweeters "
positive,I just pre-ordered book #10!! AND I finished off Season 4 of Weeds. 
positive,"Zachary, you make me smile like no other. [You looking at me, looking at you] &lt;3 Tomorrow couldn't come sooner Duckie. "
positive,i think it'd be best if i avoided any communication with my fam and just go to sleep.  i hate these little moods i get GN
positive,@SashaVujacic yaaaay congrats!!!! i can't wait for the parade! 
positive,@scenariogirl  seems to be ok for me? and I just saw a lovely property in avalon 
positive,"Back to Cairo, enjoying morning coffee in her Dokki office, looking forward to a good day "
positive,awesome night.. =D now for bed time..tomorrow il be twentyyy! cheeaaa 
positive,@livinglegends Nice. Send a reminder tomorrow. Will download it! 
positive,"@Traceyspacey lol... I am good  trying to finish work stuff off before holiday.. may be here late tonight, yuk. How are you? "
positive,"@TerryFree Always here, just shout g'day, I'll hear you "
positive,@lijeesh Hello... it was nice to meet you yesterday! Thanks for your effort guys!! Let's see what will do next time 
positive,@Eazee rapid rewards courtesy of southwest  but jet blue has some decent prices
positive,"13 drawings down, 6 to go. And I just cleaned the toilet. "
positive,@FlashdaJagwar  u got girls across da country...
positive,@DeanW_124 *giggles* I know. But I'm not telling! 
positive,@justSmoov dooooo nottttttttt!!!!!!!!!!!!!!! Neva that! 
positive,Spending a quiet day at home. Bringing kids for swimming lessons later.  Looking fwd to doing the laps for my weekly exercise 
positive,@fjkeogh yeah I'm off today  will be glad to have him back til he starts leaving dishes everywhere and eats me out of house &amp; home ;-)
positive,I think someone finally told england that it's June. Another nice day in the city 
positive,"I'm listening to 'The Lord of the Rings' soundtrack, that makes me happy "
positive,"@Victoriouz you're awesome, thanks! "
positive,I want to b VALEDICTORIAN when I graduate high school next year!!!  it's gonna b difficult but I'm sure I can do it. Gosh i'm such a nerd!
positive,@Pale_Jewel Thank you for the email  It was very useful. I might use it. It's more concise. Thanks 
positive,"@ollyhay haha, oh yeah "
positive,@ayokaka kelly i read your away message it makes me happy  heheheheee study study study !
positive,@Celly_Cel6 thank you - im honored 
positive,music is my healer 
positive,A fun night tonight! Yummy food shared with a friend and chick flick (and of course the huskies!)  http://a99kitten.com/
positive,@morganRMsmith Morgan..you confuse me too 
positive,wanna folllow a hottie who sings like an angel? then follllow @jaykpurdy pleasee 
positive,Playing the sims 
positive,@quatrainman Oh. I'll remember to put on my best smile and wave the next time they ask me to open the boot. 
positive,"woken last night by spider crawling on my arm, I think he was reminding me that I needed to wakeup &amp; do the right thing,then it happened "
positive,is going baby sitting his cousin.. which means i'm watching cartoons all morning! 
positive,I just spent the last 35 hours of my life with the always lovely @tinaheartsyou. I can't think of a better way to spend my time 
positive,Ahha feeling refreshed after a CICS session..will work on it after 1.5 yrs 
positive,@LittleHeadCase thanks for using XCritic. Hope we steered you in the right direction 
positive,http://twitpic.com/7j1z8 - out @ gaam  uh oh looks like one of those nights! YAY! happy monday funday 
positive,@Jayme1988 Morning matey! Welcome to Tuesday 
positive,I hold on to you.You hold on me.I could break your heart any day of the week. 
positive,@SPTLTonClsqnLbz call me to wake me up tomorrow before we go so that i can hear my favorite ringtone.. SHABBA DABBA TWEET TWEET TWEET! 
positive,@its_me_betty i'm working. hopefully that will do the trick LOL 
positive,@redvers ooh  thanks  how did you do in exams?
positive,Accounting standards 'need simplifying'  http://tr.im/oDgr - A simplified accounting exam would be nice! 
positive,Chris Rea's &quot;On the beach&quot; - a great way to start the working day off...nice 
positive,"just downloaded the new jonas cd. this is pure bliss  i have to wake up at 6 tomorrow, ugh. goodnight!"
positive,Back packing time and last minute rush to get everything ready in time 
positive,what do i think about work? yeah.. check out my ym status... survival of the fittest... 
positive,@djsirvere hardout!!!!  fuck better buy a jacket lol
positive,@p4trik Yeah! Me to! Now that the sun is alive again it's not far away 
positive,http://twitpic.com/7j2yi - Breakfast with @ditut's Mini Potatoe Bread + hot tea.. Thanks ya Mbaaa.. 
positive,@Lucy_Thomson I'LL COME!  How can there be empty seats at such an amazing show?!
positive,@fulltimecasual at least it didn't take you long to work it out 
positive,"Jesus loves you, but everyone else thinks you're an asshole.  (via @gaksdesigns)"
positive,@MellyFed cause i have stories to share  
positive,"@nikki_0429 Hey!!! I'm fine, thanks, it's nice to see you too "
positive,@wwecodyrhodes And we love you too!  x
positive,Can't wait to get LVATT 
positive,Good night sweet tweets. Headed to bed to end this long Monday. We'll chat Tuesday. 
positive,@courtney_xxx haha thats what it does to you! scary thing.. well glad to see you twittering now 
positive,"come one 9 more baby, 9 more! Give it to me "
positive,I'm a big fan of this tune: ttp://tinyurl.com/mcpxg7 It just makes me feel good. Check it out 
positive,morning people 
positive,@AdamBitTheApple got it  i'm just a stickler for comp.security  but understand what you were trying to achieve 
positive,"@CivilServant Just found it I think ... comes under Womens Hour, not Diary of an On-Call Girl "
positive,@stonexbaz I'm fine  Starting my working day at the moment! What about you? Any plans for today?
positive,Over 800 followers? How did that happen? Welcome to one and all. Feel free to say hello 
positive,@MCMARLOND goodnight babe! 
positive,Heyy good morning everybody !! There is so much SUN in France today  I love it !! It's my brows birthday today. He's 18 now ! My god...
positive,@EslySamberg Washing the dishes is a Job for the dishwasher! 
positive,Afternoon with FBCpl. Office was crowded so retired to local hotel for playtime. Taking a breather before resuming round 2. Tag team time 
positive,@DerekSchwab For the right price I can probably do anything 
positive,"4 PM thought for the hour: Knowledge is power, and power corrupts. So study hard and be evil. "
positive,Someone from LCUTM is SO dead.  Made me sing in front of the national plenary.
positive,@RITCNIN  now you got me all excited 
positive,"@kristoferkills aww I will! Me &amp; candace wanna come there, she wants to see @torry_jasper "
positive,feels happy after she found out that they have Korean chanel at home.. thanks to new DTV..  http://plurk.com/p/11acvj
positive,".. it's like running &quot;TV COMES OF AGE - shows man walking on moon, more on p12&quot; rather than, you know, A MAN WALKED ON THE FRICKEN MOON.. "
positive,"Just got home from work, getting some sleep then back to work at 9 but yay for semiannual sale!! "
positive,... ggrrrrrrrr...weather not good... joys of living at the sea i suppose xxx BUT a whoop Ricky phoned this morning good to hear his voice 
positive,@Rickyhardianto yesss ! congrats to you too !  so what's the plan for vacation?
positive,"@azsamad err.. first finger on third fret 2nd string... 4th finger on.. ahhah, nanti i check "
positive,"@wendyness Then after that, you should come to Toulouse "
positive,woken up happy  look at the sun!!!
positive,@rcarmo windows mobile 7 will kick your butt 
positive,Dev-Team to release 3.0 jailbreak  http://bit.ly/pS3NV #iphone3.0 #jailbreak #dev-team
positive,"@DianeARees Definitely on the mend, thanks Diane  Hope to be recording later today! Yay!"
positive,@jsjv didi you wanna learn Italiano after watching #AngelsandDemons? am in B'lore moved to marketting and branding 
positive,"@TomFelton Good luck, Tom! Sure, you'll be auditioned well "
positive,"Willlllllllliamm Mooreeee, Im makin you a fan siqn ... Idk when tho lol . But I will :] Ily  ($] Lil Macc ;"
positive,OOps I said Moose I met Mosse....anyway you got the link! 
positive,Time to start the last of my new books - Pride and Prejudice and Zombies 
positive,"twas my last day of uni today, for a while anyway. am now relaxing with heatbean, tea and tommy playing piano for me "
positive,Watching the 1st Season of House on DVD. 
positive,Going out with @ankuolen &amp; maybe later to some shops ;) byebye 
positive,doesnt care what people say. I am in shape.......Round is a shape  lol
positive,is in my cbesta2 class. 
